speaker,party,adjectives,text_preview,adjectives_str
Janine Wissler,LINKE,"['wichtige', 'gute', 'guten']"," Das haben die Ausländerbeiräte 
also bloß nicht verstanden!) 

Zudem wird eine weitere Forderung der agah aufgenommen, 
dass wir natürlich zur Mobilisierungsverbesserung 
und zu einer höheren Wahlbet","wichtige, gute, guten"
Janine Wissler,LINKE,"['falsche', 'falsche']"," Dann kann man auch die Oberbürgermeisterwahlen 
abschaffen, da geht auch keiner hin!) 

Ich glaube, keiner hier im Raum will die bisherige Situation 
der Ausländerbeiräte in Hessen   

(Unruhe  Gl","falsche, falsche"
Jürgen Frömmrich,GRUENE,"['gute', 'sicher']"," 
Ei, ei, ei!) 

Liebe Kolleginnen und Kollegen von der CDU, Sie sind 
gegen ein kommunales Wahlrecht für Ausländer. Das verstehe 
ich. Es ist aber nicht verständlich und auch nicht akzeptabel, 
dass ","gute, sicher"
Volker Richter,AfD,"['guten', 'notwendig']"," 

Sehr verehrter Herr Präsident, meine sehr verehrten Damen 
und Herren! Das Gesetz zur Verbesserung der politischen 
Teilhabe von ausländischen Einwohnerinnen und Einwohnern 
an der Kommunalpolitik ","guten, notwendig"
Saadet Sönmez,LINKE,['falsch']," 

Frau Präsidentin, meine Damen und Herren! Wie ernst es 
der Landesregierung und den Regierungsfraktionen mit der 
Beteiligung der Ausländerbeiräte an der Entwicklung dieses 
Gesetzes war, hat man a",falsch
Jürgen Frömmrich,GRUENE,"['gut', 'falsch']"," 
Sie sprechen die Unwahrheit!) 

Das Resultat von all diesem war, dass Sie dieses Gesetz 
jetzt ernsthaft entworfen haben, und im Schnellverfahren 
bringen Sie das jetzt auf den Weg. So sieht die Sac","gut, falsch"
Alexander Bauer,CDU,['falsch']," Wo?) 

Sie überlassen es letztlich den Gemeinden, ob sie Ausländerbeiräte 
haben wollen oder nicht. So sieht es aus. 

(Beifall DIE LINKE und SPD  Zurufe CDU) 

Mit Ihrer Optionsmöglichkeit eröffnen",falsch
Saadet Sönmez,LINKE,['gut']," 

Sie sollen ein Vorschlagsrecht usw. haben. Aber wer entscheidet 
darüber, welches Vorschlagsrecht sie sich nehmen 
sollen und welches nicht? 

(Zuruf Alexander Bauer (CDU)) 

Durch die Bank wird de",gut
Janine Wissler,LINKE,"['abgelehnt', 'wichtig']"," Genau!) 

Darüber hinaus ist das Thema Integration mitnichten ein 
Steckenpferd dieser Koalition  inzwischen ist der Minister 
anwesend. Dies zeigte sich in der Vergangenheit bereits an 
vielen Beis","abgelehnt, wichtig"
Marcus Bocklet,GRUENE,['gute']," 
Nicht verpflichtend!) 

 Die brauchen wir nicht zu verpflichten. Sie reden von 
Vertrauen, und wir sollten auch den Stadtparlamenten und 
Gemeindeparlamenten vertrauen. 
(Zurufe BÜNDNIS 90/DIE GRÜN",gute
Yanki Pürsün,FDP,['gute']," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Der 
Kollege Pürsün geht mit seiner Redezeit immer sehr sorgfältig 
um. Da er schon wusste, was der Kollege Wagner sagen 
würde   

(Mathias Wagn",gute
Nancy Faeser,SPD,"['gut', 'sicher']"," Das finde ich auch!  Zuruf 
Holger Bellino (CDU)) 

Wir haben dafür ein ganz gutes Ohr, weil wir in Ihrer Nähe 
sitzen. Daher will ich wiederholen, dass Sie auf das eingehen 
sollten, was die FDP ge","gut, sicher"
Nancy Faeser,SPD,['gut']," Das finden wir gut! Wenn Sie 
uns das vorgelegt hätten, hätten wir sogar zugestimmt!) 

werden auch die Ausländerbeiräte, die noch zu bestimmen 
sind, gewählt. 

Zum Thema Dialog: Wissen Sie, woher i",gut
Nancy Faeser,SPD,"['wichtig', 'sicher', 'wichtig', 'wichtig', 'guten']"," Es gibt überhaupt keine Wahl, 
wenn nur ein Bürgermeisterkandidat zur Wahl 
steht!) 

wenn wir  Frau Kollegin Sönmez, so ist es im Gesetz vorgesehen 
 die Interessenvertretungen der Migrantinnen un","wichtig, sicher, wichtig, wichtig, guten"
Saadet Sönmez,LINKE,['wichtig']," 

Danke sehr, Herr Präsident.  Menschen sind eingesperrt, 
obwohl sie nichts verbrochen haben, und das teilweise bis 
zu fünf Monate. Menschen sitzen hinter Gittern, die Abschiebung 
in eine ungewis",wichtig
Saadet Sönmez,LINKE,"['humanitären', 'abgelehnten', 'ausreisepflichtig', 'humanitäre']"," 

Das ist Wortbruch, was hier begangen wird, und deshalb 
fordern wir, die Abschiebeknäste zu schließen. Wir fordern 
eine Wende in der Flüchtlingspolitik hin zu einer humanitären 
und solidarischen ","humanitären, abgelehnten, ausreisepflichtig, humanitäre"
Christiane Böhm,LINKE,['gute']," Die richtige Seite 
hat Beifall gespendet!) 

Welche Position haben Sie denn zu dem Thema? Liebe 
Kollegin von der Linkspartei, welches Konzept haben Sie 
denn nun? Welches Konzept haben Sie eigentli",gute
Saadet Sönmez,LINKE,['falschen']," Ich war ja schon da!) 

Deswegen komme ich abschließend zu meinem Eindruck: 
Abschiebungen sind immer von tragischer menschlicher 
Härte geprägt. Das ist so. 

(Zuruf Hermann Schaus (DIE LINKE)) 

Ab",falschen
Saadet Sönmez,LINKE,"['wichtig', 'gescheiterte']"," Menschlichkeit!) 

In der Vergangenheit hat sich gezeigt, welche Folgen es haben 
kann  das ist wichtig, Frau Sönmez , wenn unser filigranes 
Asylsystem seine Rechtswege erschöpft, wenn der 
Rechts","wichtig, gescheiterte"
Klaus Herrmann,AfD,"['gut', 'gut', 'gut', 'notwendig', 'abgelehnte', 'ausreisepflichtige']"," 

Sehr geehrter Herr Präsident, meine Damen und Herren 
Abgeordneten! Seit März 2018 verfügt Hessen über eine 
eigene Abschiebehafteinrichtung. So weit, so gut, könnte 
man sagen, wenn man die Detail","gut, gut, gut, notwendig, abgelehnte, ausreisepflichtige"
Turgut Yüksel,SPD,"['gute', 'wichtig']"," Was heißt das?) 

 3: 2 heißt das. 
(Minister Prof. Dr. R. Alexander Lorz: Aber nicht 
für die Eintracht!) 

 Leider nicht für die Eintracht. Das ist ja das Problem. 
Deswegen sind sie jetzt dabei,","gute, wichtig"
Hermann Schaus,LINKE,"['wichtig', 'wichtig']"," 

Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Wir sind der SPD-Fraktion dankbar für diesen Antrag. Er 
ist wichtig, und es ist leider eine Tatsache, dass die Diskussion 
über die Bedrohu","wichtig, wichtig"
Jürgen Frömmrich,GRUENE,"['gut', 'gut']"," 
Aber du hast gewonnen! Dein Applaus war besser!  
Heiterkeit  Zuruf Christiane Böhm (DIE LINKE)  
Zuruf: Wachrütteln!  Weitere Zurufe) 

 Ja, ich versuche es; mal sehen.  Genau deshalb wirbt 
","gut, gut"
Jan Schalauske,LINKE,['sicher']," 

Herr Präsident, meine Damen und Herren! Zitat: 

Das Haus brennt  und Sie sperren die Feuerwehr 
aus! Sie wollen der größten und ältesten antifaschistischen 
Vereinigung im Land die Arbeit unmögli",sicher
Robert Lambrou,AfD,['gut']," Da geht es gleich weiter mit der Diffamierung!) 

Wir wissen leider nicht erst seit dem letzten Jahr, dass aus 
Gedanken Worte werden und aus Worten Taten. Wir haben 
im letzten Jahr, am 9. Oktober, ",gut
Michael Boddenberg,CDU,['notwendig']," Scheint ja notwendig 
zu sein!) 

Dass die Prioritäten so gesetzt werden, ist auch Teil des 
Versagens beim Kampf gegen rechts. Das darf nicht kommentarlos 
hingenommen werden. Dass sie eine solche P",notwendig
Klaus Herrmann,AfD,"['qualifizierten', 'gefährlichen']"," 

Herr Präsident, meine Damen und Herren Abgeordneten! 
Am 26. Dezember 2019 konnte man in den verschiedensten 
Presseorganen  von Börse Online bis zur Zeit  
Schlagzeilen wie diese lesen: Der ","qualifizierten, gefährlichen"
Alexander Bauer,CDU,"['abgelehnte', 'ausreisepflichtigen', 'schutzbedürftige']"," Und abgelehnte Asylbewerber!) 

Auch diese nicht ausreisepflichtigen Flüchtlinge werden 
von Ihren Beamten zur Ausreise überredet, wobei die sogenannten 
Beratungsgespräche eben nicht ergebnisoffen s","abgelehnte, ausreisepflichtigen, schutzbedürftige"
Jan Schalauske,LINKE,['gut']," Was ist das für eine 
Prioritätensetzung?) 

Deshalb möchte ich hier noch einmal eindeutig für die 
Hessische Landesregierung klarstellen: Den Kampf gegen 
Extremismus führen wir von links nach recht",gut
Claudia Ravensburg,CDU,['wichtige']," 

Sehr geehrte Frau Präsidentin, sehr geehrte Damen und 
Herren! Wir beraten heute über den ersten Haushalt in der 
zweiten Legislaturperiode von Schwarz-Grün. Unser Sozialhaushalt 
ist  das kann ma",wichtige
Yanki Pürsün,FDP,['notwendig']," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Der 
Einzelplan 08 ist das in Zahlen gegossene Tun  oder 
manchmal auch Nichttun  des Ministeriums für Soziales 
und Integration. Die Gesamtausga",notwendig
Robert Lambrou,AfD,"['gut', 'integriert']"," Ach nee!) 

Aber auch das hat Frau Ravensburg benannt, wenn auch 
nur indirekt. Sie hat nämlich versäumt, zu erwähnen, dass 
Vollzeitbeschäftigte aus Asylbewerberländern 43 % weniger 
Bruttoverdienst","gut, integriert"
Robert Lambrou,AfD,"['gute', 'qualifizierte']"," Ich bin Diplom-Kaufmann, ich habe ein 
Universitätsstudium abgeschlossen!) 

Das Gegenteil ist der Fall. Trotz sehr langer Bearbeitungszeiten 
und Beschwerden vonseiten der Betroffenen sehen 
Sie im ","gute, qualifizierte"
Marcus Bocklet,GRUENE,['gut']," Ich frage mich, wann Sie zu den 
Flüchtlingen kommen!) 

Betrachten wir die letzten 500.000 Jahre unseres Klimas  

500.000 Jahre sind ein repräsentativer Zeitraum , dann 
zeigt sich, dass wir derz",gut
Holger Bellino,CDU,['abgelehnt']," Hat ja fünf Minuten gedauert, 
bis Sie zu dem Thema kommen!  Gegenruf Robert 
Lambrou (AfD)) 

Da bei fast allen Flüchtlingen per Grundgesetz keine dauerhafte 
Bleibeperspektive gegeben ist, ist jed",abgelehnt
Silvia Brünnel,GRUENE,['wichtig']," 

Sehr geehrter Herr Präsident, sehr geehrte Damen und Herren, 
verehrte Kolleginnen und Kollegen! Die Große Anfrage 
der LINKEN zum Thema Altersarmut in Hessen hat 
durchaus ihre Berechtigung. Alt",wichtig
Klaus Herrmann,AfD,['guten']," Das ist doch so!) 

Das ist nicht die Realität. 97 % leben von Rente, Vermögen 
und anderen Einkommen und sind nicht auf Sozialleistungen 
angewiesen. Der weitaus überwiegende Teil arbeitet 
aus eige",guten
Torsten Felstehausen,LINKE,"['wichtig', 'gute', 'gute', 'notwendig', 'wichtig', 'gute']"," Genau, der spart das ein!  Marion 
Schardt-Sauer (Freie Demokraten): Generationenvertrag! 
 Heiterkeit) 

Kai Klose, Minister für Soziales und Integration: 

Herr Präsident, meine Damen und Herren!","wichtig, gute, gute, notwendig, wichtig, gute"
"Stellungnahme 

Moritz Promny",FDP,"['gut', 'wichtig', 'gut', 'notwendige']"," 

In Deutschland herrscht Fachkräftemangel. Besonders öffentlichkeitswirksam 
ist dieser seit Jahren im Bereich der 
Pflege. Seit einigen Jahren schon fehlen aber auch Ergotherapeuten, 
Logopäden ode","gut, wichtig, gut, notwendige"
Robert Lambrou,AfD,"['straffällig', 'humanitäre', 'wichtig']"," Tja!) 

Unsere Polizeistudie hat gezeigt, dass neun von zehn 
Schutzpolizisten schon mindestens einmal angegriffen 
wurden. Diese Angriffe hinterlassen nicht nur körperliche 
Spuren. Für jeden zweite","straffällig, humanitäre, wichtig"
Klaus Herrmann,AfD,"['gut', 'gut', 'gut', 'gute', 'sicher']"," 

Sehr geehrter Herr Präsident, meine Damen und Herren 
Abgeordneten! Der Innenminister hat seiner Regierungserklärung 
die Überschrift gegeben: Erfolgreicher Start in 
ein sicheres Jahrzehnt. Das ","gut, gut, gut, gute, sicher"
Janine Wissler,LINKE,['kriminell']," Das weiß man bei Ihrer 
Rede auch nicht!) 

denn die ganze Wahrheit lautet: 45,5 % aller Tatverdächtigen, 
bezogen auf 365.00 Straftaten, sind Ausländer. 

(Beifall AfD) 

Oder, anders ausgedrückt: V",kriminell
Astrid Wallmann,CDU,"['abgelehnt', 'ausreisepflichtigen']"," Unterirdisch!  Weitere 
Zurufe) 

denn, wie der Ministerpräsident und sein Stellvertreter bei 
der Vorstellung von Hessen gegen Hetze einvernehmlich 
mitteilten, geht es um ein gesellschaftliches ","abgelehnt, ausreisepflichtigen"
Elisabeth Kula,LINKE,"['gute', 'gut', 'gute']"," 

Sehr geehrte Frau Präsidentin, sehr geehrte Damen und 
Herren, liebe Gäste! Die Beherrschung der deutschen Sprache 
ist ein Schlüssel zur Teilhabe am gesellschaftlichen Leben. 
Ich glaube, das soll","gute, gut, gute"
Elisabeth Kula,LINKE,"['gut', 'notwendig']"," 

Nein, jetzt möchte ich erst einmal fortfahren. 

Ich finde es schon schockierend, dass die GRÜNEN hier 
mitgehen. Das muss ich ganz ehrlich sagen. Vorklassen 
bringen doch ein grundsätzliches Probl","gut, notwendig"
Torsten Warnecke,SPD,"['notwendig', 'abgelehnt', 'abgelehnt', 'abgelehnt']"," Was?) 

Deswegen ist es dringend notwendig, dass hier endlich 
auch mehr Stunden geschaffen werden. 

(Beifall SPD) 

Bloß, woher Sie Lehrerinnen und Lehrer nehmen wollen, 
habe ich immer noch nicht ","notwendig, abgelehnt, abgelehnt, abgelehnt"
Daniel May,GRUENE,"['wichtig', 'gut', 'wichtig']"," 

Sehr geehrte Frau Präsidentin, werte Kolleginnen und Kollegen! 
Die Ausschweifungen der Kollegen der demokratischen 
Fraktionen, die über alles Mögliche redeten, nur 
nicht über die Maßnahmen, die ","wichtig, gut, wichtig"
Stephan Grüger,SPD,['guten']," Hört, hört!) 

Die hessischen Bauern nehmen das sicherlich zur Kenntnis. 

Bei der Kulturförderung wollen Sie Millionen streichen. 
Die AfD ist in jeder Hinsicht das Gegenteil des Wahren, 
Schönen un",guten
Robert Lambrou,AfD,"['notwendigen', 'falsch', 'wichtigen', 'notwendig', 'notwendigen']"," Wir sind bürgerlich-konservativ!) 

130 Millionen  für die inklusive Beschulung zu streichen, 
Mittel für Naturschutz-und Verbraucherverbände. Sie 
wollten die Mittel für die Unterstützung von Flüch","notwendigen, falsch, wichtigen, notwendig, notwendigen"
Günter Rudolph,SPD,"['sicher', 'wichtige']"," Immer, wenn es passt!) 

Herr Gieseler vom Hessischen Städtetag hat in der mündlichen 
Anhörung gesagt  das steht auf Seite 9 : 

Nun komme ich zu dem Kernthema, das Sie wohl 
am meisten berührt, s","sicher, wichtige"
Yanki Pürsün,FDP,['falsch']," 

Herr Präsident, liebe Kolleginnen und Kollegen! Die im 
Innenausschuss erfolgte Anhörung zeigt, dass wir nicht die 
Einzigen sind, die den schwarz-grünen Vorschlag für falsch 
halten. Insbesondere ",falsch
Alexander Bauer,CDU,['notwendigen']," Weil es bald eine Kommunalwahl 
gibt!) 

Es ist aber verständlich; denn etwas Neues haben Sie nicht 
zu sagen und bestreiten eigentlich all das, was in der Anhörung 
von Betroffenen, von Wohlfahrtsve",notwendigen
Günter Rudolph,SPD,['abgelehnt']," 

Herr Präsident, meine sehr verehrten Damen und Herren! 
Der Gesetzentwurf umfasst in der Tat viele Tatbestände. 
Manche sind unproblematisch, wie z. B. die Verkürzungen 
von Fristen, d. h. wie lang",abgelehnt
Ulrich Wilken,LINKE,"['falsche', 'gut', 'abgelehnt', 'falsche']"," Die Wahrheit 
stirbt zuerst!) 

Wenn es um die Sache geht, sind wir bereit, mit Ihnen an 
jeder konstruktiven Lösung mitzuarbeiten. 

Aber das, was Sie hier machen, ist das völlig falsche Signal. 
Wi","falsche, gut, abgelehnt, falsche"
Torsten Warnecke,SPD,['gut']," Sie müssten mehr Geld zur Verfügung stellen!) 

Das Grundproblem liegt darin, dass Wahlen und vor allen 
Dingen das Sich-zur-Wahl-Stellen eine Bereitschaft voraussetzen. 
Es ist freiwillig. Das ist d",gut
Saadet Sönmez,LINKE,['abgelehnt']," Der andere Teil aber 
nicht!) 

Wenn die Gemeinde die Entscheidung trifft  das ist einer 
Ihrer Hauptkritikpunkte , welche Form der politischen 
Beteiligung stattfinden wird, ist das ein bewusster ",abgelehnt
Turgut Yüksel,SPD,['falsche']," Ortsbeiräte!) 

By the way: Abschaffen ist das falsche Wort. Das geht 
gar nicht. Vielmehr muss eine Entscheidung getroffen werden, 
welche Form der Beteiligung stattfindet. Das muss 
einvernehmlic",falsche
Saadet Sönmez,LINKE,['falsch']," Um die geht es doch 
gar nicht!) 

Diese Darstellung, es gäbe keine andere politische Beteiligungsmöglichkeit 
als die Ausländerbeiräte, von denen einige 
in der Anhörung vertreten waren, ist schlich",falsch
Torsten Warnecke,SPD,['wichtig']," Auf welchem Platz stehen wir da?  Zuruf 
Freie Demokraten) 

Meine Damen und Herren, wir sind auf die Ausländerbeiräte 
zugegangen und auf deren langjährig gehegte Forderung 
eingegangen, die Wahlen",wichtig
Christiane Böhm,LINKE,['wichtigen']," Das sagen wir 
schon seit sieben Wochen!) 

Deshalb wollen wir zu einem möglichst einheitlichen Vorgehen 
für diese Einrichtungen kommen, das dazu beiträgt, 
dass akut infizierte Personen gar nicht i",wichtigen
Jürgen Lenders,FDP,"['problematisch', 'sicher', 'gute', 'wichtig']"," 

Herr Kollege Lambrou, ich schließe mich den Worten des 
Kollegen Bellino an; denn hier mit einer Statistik und mit 
Diagrammen aufzutauchen, zeigt: Irgendwie scheinen Sie 
auf das Thema Dienstwagen","problematisch, sicher, gute, wichtig"
Saadet Sönmez,LINKE,"['gut', 'gut']"," 

Ja, hören Sie genau zu.  Frau Präsidentin, sehr geehrten 
Damen und Herren! Es stellt sich zu diesem Tagesordnungspunkt 
die Frage: Was soll das eigentlich? Was bezweckt 
die Landesregierung zu di","gut, gut"
Dirk Gaw,AfD,"['gute', 'wichtig']"," 

Verehrte Frau Präsidentin, liebe Damen und Herren Abgeordnete, 
meine sehr geehrten Damen und Herren! Die AfD 
steht dem Gesetzentwurf zum Staatsvertrag über die erweiterte 
Zuständigkeit der mit d","gute, wichtig"
Janine Wissler,LINKE,['gute']," Also, wenn das Hetze 
ist!) 

Nur in Hessen haben die Kommunen die Auflage, bereits 
ab 1.000 ausländischen Mitbürgerinnen und Mitbürgern innerhalb 
ihrer Einwohnerschaft einen Ausländerbeirat verpfl",gute
Torsten Warnecke,SPD,"['wichtige', 'wichtig', 'gut']"," Seit Jahren!  Heiterkeit 
SPD) 

 Oder seit Jahren, ja. So viel Praxiserfahrung habe ich 
hier noch nicht. 
Genau diesem Wahnsinn folgen Sie von Anfang an. Trotz 
der Kritik von allen Seiten behaup","wichtige, wichtig, gut"
Yanki Pürsün,FDP,['wichtig']," 

Herr Präsident, liebe Kolleginnen und Kollegen! Nach der 
Tat von Hanau und in den Zeiten von Corona ist mehr Zusammenhalt 
wichtig und richtig. 

(Beifall Freie Demokraten, vereinzelt SPD und DIE ",wichtig
Hermann Schaus,LINKE,['guten']," Ja, genau, der Bürgermeister 
sucht sich die Leute aus!) 

Die Zeiten werden vorbei sein, in denen es in einem guten 
Drittel der pflichtigen Kommunen keine Ausländervertretungen 
gab. 

(Beifall BÜN",guten
Günter Rudolph,SPD,['falsch']," 

Herr Präsident, meine sehr verehrten Damen und Herren! 
Der Gesetzentwurf beschreibt eine Problemstellung, das ist 
richtig. Das ist auch das Markanteste, was man zu diesem 
Gesetzentwurf positiv s",falsch
Volker Richter,AfD,"['sicher', 'wichtig']"," 

Sehr verehrter Herr Präsident, meine sehr verehrten Damen 
und Herren! Vorab: Oppositionelle Arbeit ist keine Hetze. 
Sie ist normal. Sie muss sein. Sie ist Bestandteil des Parlaments. 
Aber ich ha","sicher, wichtig"
Claudia Ravensburg,CDU,"['notwendig', 'notwendig', 'notwendig']"," 

Vielen Dank.  Umgekehrt werden auch die Anbieter angehalten, 
ihr freies Personal, weil sie keine Leistungen anbieten 
können, in anderen Bereichen der Sozialen Arbeit einzusetzen, 
wenn dort Engp","notwendig, notwendig, notwendig"
